ID,Length,EffectiveLength,TPM,NumReads,Weight
"ENST00000393132","2051","1851.991","0.661080","39.783216","9993"
"ENST00000275767","1997","1797.991","20.962350","1224.713183","9993"
"ENST00000424142","1738","1538.991","49.257460","2463.286817","9981"
"ENST00000354475","4588","4388.991","24.982973","3562.999540","-7"
"ENST00000541284","3563","3363.991","7.339296","802.261869","9956"
"ENST00000285968","6266","6066.991","22.450948","4426.036454","9996"
"ENST00000507606","1262","1062.991","37.230986","1286.000000","10000"
"ENST00000589735","177","14.161","0.000000","0.000000","-3"
"ENST00000393085","3738","3538.991","38.291573","4403.414893","9993"
"ENST00000435723","879","679.998","2.988972","66.044498","9998"
"ENST00000446122","4070","3870.991","0.344025","43.273237","9986"
"ENST00000330387","7412","7212.991","10.751726","2520.000000","9986"
"ENST00000242375","2347","2147.991","0.000000","0.000000","-5"
"ENST00000343526","8410","8210.991","11.337645","3025.000000","9998"
"ENST00000413208","480","281.007","0.000000","0.000000","-4"
"ENST00000275766","1753","1553.991","3.960724","200.000000","10000"
"ENST00000464606","4776","4560.991","6.573411","974.219803","9989"
"ENST00000471652","3182","2982.991","5.254881","509.356387","9989"
"ENST00000473989","14444","14244.991","0.349277","161.673581","-12"
"ENST00000288561","14443","14243.991","0.379302","175.559386","-12"
"ENST00000297534","1210","1010.991","5.798999","190.505332","9998"
"ENST00000354926","2645","2445.991","5.837665","463.981806","9988"
"ENST00000541515","1661","1461.991","21.681701","1030.018289","9986"
"ENST00000406875","15049","14849.991","4.640157","2239.060411","9993"
"ENST00000428878","3969","3769.991","5.651059","692.272569","9995"
"ENST00000455353","1435","1235.991","4.997439","200.710300","-48"
"ENST00000414508","1901","1701.991","7.388693","408.631420","-94"
"ENST00000489809","915","715.998","1.772229","41.232412","9995"
"ENST00000263549","3796","3596.991","3.991271","466.506264","9995"
"ENST00000463142","460","261.007","2.548337","21.613068","9996"
"ENST00000467513","1133","933.991","23.795146","722.167413","9966"
"ENST00000255977","3151","2951.991","26.992736","2589.219519","9944"
"ENST00000492720","3614","3414.991","0.000000","0.000000","-21"
"ENST00000275884","3735","3535.991","0.000000","0.000000","-24"
"ENST00000496613","3562","3362.991","0.000000","0.000000","-24"
"ENST00000473512","950","750.998","8.211192","200.378929","9994"
"ENST00000476491","2092","1892.991","1.086663","66.842128","9991"
"ENST00000204307","656","457.001","134.127369","1991.779947","9965"
"ENST00000472695","503","304.007","96.816873","956.405192","9955"
"ENST00000475276","539","340.005","37.545818","414.814861","9965"
"ENST00000496384","8294","8094.991","4.799163","1262.376288","9993"
"ENST00000469351","744","544.999","69.687887","1234.128321","9989"
"ENST00000565468","10558","10358.991","0.276286","93.000000","10000"
"ENST00000492693","1046","846.991","20.710436","570.000000","9997"
"ENST00000482493","1847","1647.991","6.482984","347.165577","9998"
"ENST00000536163","7296","7096.991","9.400369","2167.834423","9998"
"ENST00000498107","636","437.002","259.012700","3678.000000","9969"
"ENST00000247881","994","794.998","0.000000","0.000000","0"
"ENST00000604952","1447","1247.991","107.391482","4355.000000","10000"
"ENST00000392957","4043","3843.991","0.488360","61.000000","9995"
"ENST00000409500","888","688.998","102.731297","2300.000000","9980"
"ENST00000392925","616","417.003","10.700925","145.000000","9998"
"ENST00000457235","703","504.000","27.224350","445.856612","9986"
"ENST00000444908","2976","2776.991","3.977545","358.919039","9972"
"ENST00000518791","2332","2132.991","9.076337","629.080961","9981"
"ENST00000491908","634","435.002","7.145340","101.000000","9983"
"ENST00000408951","933","733.998","0.628911","15.000000","9998"
"ENST00000498580","771","571.999","1.105315","20.544160","9991"
"ENST00000056217","5544","5344.991","1.271861","220.898855","9981"
"ENST00000409469","2857","2657.991","30.172686","2606.000000","9997"
"ENST00000541220","2471","2271.991","22.044784","1627.493920","-75"
"ENST00000286091","2903","2703.991","63.757449","5602.000000","9998"
"ENST00000451334","3078","2878.991","2.950271","276.000000","9995"
"ENST00000426851","5268","5068.991","2.165610","356.704545","9980"
"ENST00000540950","2222","2022.991","0.000000","0.000000","-13"
"ENST00000262085","3721","3521.991","6.330251","724.462855","9998"
"ENST00000479907","1815","1615.991","7.018357","368.537145","9998"
"ENST00000335870","2810","2610.991","6.753709","573.000000","9998"
"ENST00000434415","4452","4252.991","3.849552","532.000000","10000"
"ENST00000418158","943","743.998","0.165455","4.000000","10000"
"ENST00000247930","3233","3033.991","6.562708","647.000000","10000"
"ENST00000340622","3806","3606.991","4.641378","544.000000","9995"
"ENST00000255992","4017","3817.991","0.717806","89.053128","9984"
"ENST00000485033","3434","3234.991","5.842695","614.176601","-13"
"ENST00000223210","6950","6750.991","1.321976","290.000000","9998"
"ENST00000421974","2605","2405.991","22.661426","1771.691746","9969"
"ENST00000343855","2871","2671.991","2.706612","235.000000","10000"
"ENST00000359623","1877","1677.991","8.876645","484.000000","9993"
"ENST00000223271","740","540.999","15.527958","272.972025","9989"
"ENST00000444957","2969","2769.991","58.393937","5255.972070","9873"
"ENST00000490973","675","476.001","7.435039","115.000000","9995"
"ENST00000477392","2043","1843.991","13.829449","828.648968","9998"
"ENST00000307271","4184","3984.991","4.394181","569.000000","10000"
"ENST00000313543","1256","1056.991","1.572228","54.000000","10000"
"ENST00000255945","2058","1858.991","0.097033","5.861401","9995"
"ENST00000328902","3440","3240.991","8.477348","892.780615","9998"
"ENST00000493969","876","676.998","0.919123","20.219385","9998"
"ENST00000223293","1449","1249.991","1.378714","56.000000","10000"
"ENST00000358647","2291","2091.991","4.221970","287.000000","10000"
"ENST00000392968","4717","4517.991","0.000000","0.000000","-3"
"ENST00000430723","3145","2945.991","0.000000","0.000000","0"
"ENST00000461406","3644","3444.991","0.000000","0.000000","-4"
"ENST00000542328","1970","1770.991","9.671577","556.570988","9968"
"ENST00000356058","2539","2339.991","1.675255","127.380201","9957"
"ENST00000485972","1758","1558.991","21.793078","1104.000000","9996"
"ENST00000413384","4142","3942.991","12.160032","1558.000000","9944"
"ENST00000540185","2475","2275.991","43.957612","3250.959452","9993"
"ENST00000392818","1563","1363.991","44.470114","1971.000000","9968"
"ENST00000335367","2675","2475.991","6.493217","522.415313","9973"
"ENST00000461065","1707","1507.991","13.693576","671.000000","9993"
"ENST00000468073","1031","831.991","11.925264","322.398825","9993"
"ENST00000287844","3546","3346.991","10.688053","1162.411993","9991"
"ENST00000482173","548","349.005","2.621471","29.729249","9995"
"ENST00000035307","3973","3773.991","5.886349","721.861373","9995"
"ENST00000568733","3210","3010.991","9.681208","947.209286","-27"
"ENST00000287878","3305","3105.991","0.687028","69.339658","9969"
"ENST00000434507","2747","2547.991","5.688752","471.001013","9920"
"ENST00000485655","4835","4635.991","10.579877","1593.786527","9987"
"ENST00000564834","1764","1564.991","2.556375","130.000000","10000"
"ENST00000397282","1692","1492.991","14.441016","700.586589","9966"
"ENST00000608317","2256","2056.991","3.635524","243.000000","10000"
"ENST00000609974","1624","1424.991","3.239457","150.000000","10000"
"ENST00000344756","2623","2423.991","56.985922","4488.544237","9979"
"ENST00000342407","1127","927.991","3.476537","104.832868","9984"
"ENST00000287912","1404","1204.991","3.927755","153.792471","9986"
"ENST00000333319","2292","2092.991","1.646811","112.000000","10000"
"ENST00000275820","6077","5877.991","3.785318","723.000000","10000"
"ENST00000252971","2174","1974.991","2.524312","162.000000","9998"
"ENST00000389103","1626","1426.991","18.158667","842.000000","9998"
"ENST00000417758","852","652.998","56.964353","1208.710045","9919"
"ENST00000441982","2926","2726.991","0.945165","83.752593","-21"
"ENST00000409339","5253","5053.991","14.544411","2388.567655","9979"
"ENST00000435514","2090","1890.991","1.416608","87.045421","9997"
"ENST00000251527","5960","5760.991","12.542416","2347.931193","9995"
"ENST00000407559","3769","3569.991","2.590417","300.499535","9998"
"ENST00000605035","1231","1031.991","13.451454","451.078357","9946"
"ENST00000419235","3098","2898.991","51.622270","4862.850333","-82"
"ENST00000344450","1485","1285.991","2.681944","112.071310","9931"
"ENST00000380956","5331","5131.991","135.223977","22550.000000","10000"
"ENST00000448181","1835","1635.991","9.492663","504.633281","9998"
"ENST00000443083","720","521.000","7.432526","125.829150","9998"
"ENST00000530927","1440","1240.991","9.061161","365.392263","9998"
"ENST00000380815","1752","1552.991","11.049763","557.607737","9998"
"ENST00000274643","5798","5598.991","0.000021","0.003862","-2"
"ENST00000380764","1557","1357.991","20.894268","922.000000","-7"
"ENST00000420981","983","783.998","0.981337","25.000000","9998"
"ENST00000380698","4118","3918.991","22.584354","2876.000000","10000"
"ENST00000259808","4160","3960.991","1.003945","129.217268","9993"
"ENST00000380368","2156","1956.991","9.435296","600.000000","9984"
"ENST00000333628","1595","1395.991","38.283278","1736.595271","9982"
"ENST00000259818","2020","1820.991","51.955515","3074.300809","9982"
"ENST00000419065","629","430.002","23.563463","329.243273","9974"
"ENST00000467177","1221","1021.991","6.200984","205.927595","9982"
"ENST00000380302","2883","2683.991","2.163329","188.673355","9955"
"ENST00000406686","5658","5458.991","5.380352","954.399050","-52"
"ENST00000380283","2190","1990.991","0.126829","8.205318","9998"
"ENST00000380274","1932","1732.991","9.323009","525.000000","9998"
"ENST00000380272","1628","1428.991","0.000000","0.000000","-2"
"ENST00000380175","1834","1634.991","0.000000","0.000000","-10"
"ENST00000495548","814","614.998","24.376352","487.135364","9980"
"ENST00000413766","1402","1202.991","0.348763","13.633269","-30"
"ENST00000440139","690","491.001","18.740541","299.000000","9995"
"ENST00000405617","1736","1536.991","3.523988","176.000000","10000"
"ENST00000464010","1401","1201.991","47.647300","1861.000000","9988"
"ENST00000602691","562","363.005","5.369180","63.332685","9995"
"ENST00000274680","1663","1463.991","9.229071","439.039163","9990"
"ENST00000451619","631","432.002","0.000000","0.000000","-4"
"ENST00000230568","559","360.005","198.749993","2325.000000","9998"
"ENST00000334984","5789","5589.991","4.101457","745.000000","9964"
"ENST00000244763","9669","9469.991","46.348673","14262.440480","9915"
"ENST00000379834","2810","2610.991","12.305186","1044.000000","9995"
"ENST00000342415","4173","3973.991","2.540037","328.000000","10000"
"ENST00000473453","1301","1101.991","16.057685","575.000000","9997"
"ENST00000397457","2684","2484.991","9.226235","745.000000","9998"
"ENST00000379715","1077","877.991","12.846731","366.513105","9983"
"ENST00000507463","654","455.001","19.580026","289.489642","9981"
"ENST00000495262","2214","2014.991","2.695772","176.507534","9993"
"ENST00000316170","4381","4181.991","1.793976","243.784831","9988"
"ENST00000379568","1800","1600.991","17.261580","898.000000","10000"
"ENST00000541412","1177","977.991","61.091748","1941.441230","9998"
"ENST00000467317","1224","1024.991","75.354933","2509.796931","9988"
"ENST00000397378","470","271.007","0.000000","0.000000","-4"
"ENST00000508546","581","382.005","11.359086","141.000000","9989"
"ENST00000379426","8362","8162.991","3.950982","1048.000000","9998"
"ENST00000379375","2033","1833.991","5.268968","314.000000","10000"
"ENST00000434977","760","560.999","4.133520","75.351036","9982"
"ENST00000379335","943","743.998","21.415653","517.738140","9987"
"ENST00000457702","1546","1346.991","20.869784","913.459988","-41"
"ENST00000606214","2229","2029.991","31.805663","2098.000000","9807"
"ENST00000379287","8751","8551.991","3.737875","1038.721246","9996"
"ENST00000606117","3922","3722.991","13.903593","1682.000000","9985"
"ENST00000451315","1184","984.991","38.026984","1217.113224","9993"
"ENST00000379153","2471","2271.991","119.794039","8844.000000","10000"
"ENST00000541660","3216","3016.991","2.608556","255.729638","9997"
"ENST00000509674","498","299.007","28.503726","276.942934","9981"
"ENST00000344537","1403","1203.991","7.701669","301.310991","9961"
"ENST00000356840","1666","1452.991","1.202022","56.752115","9998"
"ENST00000349606","2796","2596.991","15.538440","1311.247885","9998"
"ENST00000436367","10587","10387.991","1.670734","563.956972","9998"
"ENST00000606924","2538","2338.991","2.026214","154.000000","10000"
"ENST00000493172","861","661.998","0.000000","0.000000","-5"
"ENST00000259963","4677","4477.991","1.779957","259.000000","10000"
"ENST00000262077","5487","5287.991","20.757933","3566.824735","9998"
"ENST00000502704","1327","1127.991","2.046203","75.000000","9997"
"ENST00000309983","3181","2981.991","11.445065","1109.000000","10000"
"ENST00000546309","496","297.007","7.647854","73.809723","9995"
"ENST00000507591","739","539.999","70.211852","1232.000000","9997"
"ENST00000324607","1794","1594.991","7.447700","386.000000","-7"
"ENST00000378610","3115","2915.991","10.627628","1007.000000","-5"
"ENST00000244745","4876","4676.991","3.812674","579.432893","9998"
"ENST00000543472","2082","1882.991","4.879629","298.567107","9998"
"ENST00000535061","1622","1422.991","21.518602","995.000000","9958"
"ENST00000491546","1699","1499.991","6.245846","304.429555","9988"
"ENST00000537886","6622","6422.991","0.009850","2.055710","-9"
"ENST00000341060","2120","1920.991","25.375987","1584.000000","9997"
"ENST00000230048","4047","3847.991","14.890079","1861.821254","9995"
"ENST00000378119","4134","3934.991","42.340007","5413.792575","9988"
"ENST00000378059","688","489.001","49.517842","786.825006","9989"
"ENST00000259698","5471","5271.991","5.591263","957.836923","9990"
"ENST00000538035","3256","3056.991","12.393703","1231.125046","9986"
"ENST00000329474","5431","5231.991","5.840840","993.000000","9998"
"ENST00000349458","3255","3055.991","15.135612","1503.000000","9998"
"ENST00000357647","469","270.007","0.000000","0.000000","0"
"ENST00000343677","732","532.999","14.723344","255.000000","10000"
"ENST00000377791","546","347.005","3.458769","39.000000","9998"
"ENST00000289316","789","589.998","13.040137","250.000000","9998"
"ENST00000377831","865","665.998","1.043226","22.576603","9996"
"ENST00000244601","445","246.009","2.501913","20.000000","10000"
"ENST00000303910","547","348.005","1.326473","15.000000","10000"
"ENST00000396948","1494","1294.991","49.180883","2069.521529","9734"
"ENST00000494184","540","341.005","9.295421","103.000000","9992"
"ENST00000482536","1068","868.991","7.189090","203.000000","9963"
"ENST00000425234","1882","1682.991","14.029245","767.225443","9710"
"ENST00000244519","3002","2802.991","7.187453","654.641716","9666"
"ENST00000361232","2294","2094.991","3.264466","222.229245","9703"
"ENST00000541522","1780","1580.991","8.311733","427.000000","-24"
"ENST00000244513","2895","2695.991","0.022830","2.000000","10000"
"ENST00000411553","4732","4532.991","2.756349","406.000000","10000"
"ENST00000377575","1225","1025.991","68.508697","2284.000000","10000"
"ENST00000274849","2255","2055.991","24.922185","1665.000000","10000"
"ENST00000607607","5607","5407.991","0.762539","134.000000","9996"
"ENST00000339812","381","182.011","0.000000","0.000000","-3"
"ENST00000396891","820","620.998","53.323046","1076.000000","9998"
"ENST00000377459","457","258.007","0.119278","1.000000","10000"
"ENST00000358739","531","332.007","0.000000","0.000000","-2"
"ENST00000606613","4137","3937.991","0.437629","56.000000","9998"
"ENST00000328488","477","278.007","0.000000","0.000000","0"
"ENST00000526391","757","557.999","11.361266","206.000000","9967"
"ENST00000377294","2375","2175.991","0.438565","31.009737","9998"
"ENST00000396827","3909","3709.991","2.073768","250.000000","9998"
"ENST00000377194","2686","2486.991","25.589947","2068.000000","9995"
"ENST00000377050","1087","887.991","21.798934","629.000000","9998"
"ENST00000334668","1281","1081.991","27.179905","955.605040","-63"
"ENST00000429294","796","596.998","139.699713","2710.039984","9970"
"ENST00000444621","495","296.007","83.429214","802.467466","9998"
"ENST00000376828","1490","1290.991","0.000000","0.000000","-17"
"ENST00000376818","1127","927.991","0.000000","0.000000","-14"
"ENST00000376802","1334","1134.991","2516.024669","92792.776473","9975"
"ENST00000376785","754","554.999","52.899195","954.000000","9988"
"ENST00000376773","1640","1440.991","12.927843","605.332844","9994"
"ENST00000376758","1723","1523.991","11.445942","566.814353","9994"
"ENST00000454678","3478","3278.991","2.570586","273.891951","9977"
"ENST00000453195","3318","3118.991","32.236096","3267.108049","9974"
"ENST00000416596","1124","924.991","0.000000","0.000000","-25"
"ENST00000428040","594","395.004","38.019897","488.000000","9977"
"ENST00000376630","2601","2401.991","406.380207","31718.369030","9983"
"ENST00000376621","7490","7290.991","16.412543","3888.386368","9996"
"ENST00000376560","2254","2054.991","14.119582","942.841462","9996"
"ENST00000396515","1641","1441.991","53.599506","2511.482863","9982"
"ENST00000376511","4525","4325.991","18.617063","2617.000000","10000"
"ENST00000259873","1532","1332.991","29.844792","1292.714578","9998"
"ENST00000506373","1213","1013.991","57.097060","1881.285422","9998"
"ENST00000330083","1728","1528.991","1.452320","72.156282","9984"
"ENST00000293604","1978","1778.991","6.392234","369.516044","9948"
"ENST00000376442","3445","3245.991","7.440799","784.826832","9996"
"ENST00000415603","892","692.998","7.511301","169.143075","9998"
"ENST00000399199","2853","2653.991","44.109703","3804.000000","9998"
"ENST00000444096","1401","1201.991","22.505092","879.000000","9990"
"ENST00000417033","916","716.998","3.251286","75.749575","-5"
"ENST00000376405","6575","6375.991","5.504798","1140.502000","9978"
"ENST00000327892","2670","2470.991","383.639221","30803.572695","9982"
"ENST00000330914","2632","2432.991","824.067193","65149.344786","9980"
"ENST00000396384","2823","2623.991","112.703995","9609.672403","9977"
"ENST00000418160","457","258.007","172.108034","1442.914005","9977"
"ENST00000376377","1350","1150.991","145.375899","5437.148576","9998"
"ENST00000259874","1244","1044.991","12.629538","428.851424","9998"
"ENST00000412274","496","297.007","9.894955","95.496582","9739"
"ENST00000513043","604","405.004","3.229667","42.503418","9851"
"ENST00000484556","1038","838.991","8.583250","234.000000","9945"
"ENST00000259895","1735","1535.991","28.691117","1432.000000","9981"
"ENST00000542001","3377","3177.991","28.140772","2906.000000","9984"
"ENST00000462446","5314","5114.991","0.000032","0.005327","-2"
"ENST00000259881","908","708.998","0.000000","0.000000","-3"
"ENST00000448162","699","500.000","16.534320","268.635554","9793"
"ENST00000471529","1718","1518.991","0.380338","18.772934","9986"
"ENST00000542218","805","605.998","37.739530","743.147427","9995"
"ENST00000383329","1554","1354.991","1396.816718","61501.075771","9982"
"ENST00000434333","863","663.998","968.191824","20889.848721","9998"
"ENST00000412585","1547","1347.991","1343.823591","58862.151279","9998"
"ENST00000449934","1386","1186.991","4.762500","183.691590","9998"
"ENST00000252229","2446","2246.991","4.904817","358.122050","-7"
"ENST00000456662","932","732.998","235.775428","5615.758270","9638"
"ENST00000376146","1411","1211.991","19.793221","779.511861","9991"
"ENST00000454783","1507","1307.991","48.940997","2080.101101","9998"
"ENST00000418386","1422","1222.991","112.779958","4481.898899","9998"
"ENST00000449264","1676","1476.991","35.504619","1704.000000","10000"
"ENST00000446745","853","653.998","37.409646","795.000000","9998"
"ENST00000376072","875","675.998","3.900098","85.669862","9988"
"ENST00000376059","711","512.000","122.688063","2041.170885","9995"
"ENST00000376007","6861","6650.991","25.234156","5453.585365","9998"
"ENST00000453833","554","355.005","111.382065","1284.863645","9954"
"ENST00000375916","1184","984.991","3.343064","107.000000","9995"
"ENST00000375911","2475","2275.991","16.834177","1245.000000","10000"
"ENST00000458083","802","602.998","31.424392","615.729631","9968"
"ENST00000375865","908","708.998","291.650982","6719.168446","9991"
"ENST00000395952","2103","1903.991","15.047969","931.000000","9984"
"ENST00000375789","1688","1488.991","4.620064","223.535728","9975"
"ENST00000375784","1254","1054.991","518.425007","17772.214423","9991"
"ENST00000375750","2775","2575.991","7.262498","607.907221","-118"
"ENST00000429846","616","417.003","0.819026","11.097997","9968"
"ENST00000433778","607","408.004","6.562183","87.000000","-6"
"ENST00000375686","2942","2742.991","0.718040","64.000000","9993"
"ENST00000428445","863","663.998","46.238088","997.639757","9995"
"ENST00000440048","804","604.998","14.576496","286.559206","9998"
"ENST00000375663","4312","4112.991","4.689915","626.801037","9991"
"ENST00000375661","876","676.998","141.327354","3109.000000","10000"
"ENST00000608703","1909","1709.991","56.580186","3143.873745","9990"
"ENST00000375650","2520","2320.991","18.392282","1387.126255","9987"
"ENST00000375635","610","411.003","29.975905","400.336142","9964"
"ENST00000375633","586","387.005","133.136615","1674.251808","9969"
"ENST00000375631","2045","1845.991","21.805762","1308.000000","10000"
"ENST00000375528","4047","3847.991","20.489787","2561.995916","9987"
"ENST00000375527","1875","1675.991","2.460516","134.000000","10000"
"ENST00000436289","906","706.998","42.477498","975.852528","9972"
"ENST00000375425","1405","1205.991","5.760127","225.726748","9950"
"ENST00000441998","1075","875.991","15.553194","442.716849","-38"
"ENST00000375394","3894","3694.991","22.826695","2740.711764","9993"
"ENST00000375356","1533","1333.991","0.202749","8.788572","9993"
"ENST00000375331","1663","1463.991","7.228763","343.881853","9984"
"ENST00000498271","5269","5069.991","0.000016","0.002705","-13"
"ENST00000435363","5460","5260.991","0.230416","39.390021","-13"
"ENST00000375203","2620","2420.991","23.192814","1824.540687","9995"
"ENST00000375201","2624","2424.991","16.249438","1280.428669","9995"
"ENST00000375156","1345","1145.991","6.552421","244.000000","10000"
"ENST00000432129","825","625.998","0.281738","5.730937","9997"
"ENST00000395496","2103","1903.991","34.314541","2123.000000","9982"
"ENST00000375094","1168","968.991","77.906011","2453.000000","9998"
"ENST00000375065","864","664.998","3.378278","73.000000","9934"
"ENST00000375050","3211","3011.991","34.452993","3372.000000","10000"
"ENST00000375043","1456","1256.991","134.797347","5505.799386","9995"
"ENST00000443903","957","757.998","0.933798","23.000000","9998"
"ENST00000429232","1085","885.991","0.000000","0.000000","0"
"ENST00000395388","1280","1080.991","3908.590580","137293.225923","9998"
"ENST00000374982","1169","969.991","660.956023","20832.774077","9998"
"ENST00000374975","1260","1060.991","546.260128","18832.936825","9998"
"ENST00000360004","1229","1029.991","1203.032404","40264.063175","9998"
"ENST00000422863","520","321.007","1082.650698","11293.000000","9995"
"ENST00000399079","1501","1301.991","442.063003","18702.472513","-11"
"ENST00000374943","1656","1456.991","42.567244","2015.298080","9986"
"ENST00000399084","1734","1534.991","38.406169","1915.639193","9986"
"ENST00000374940","1524","1324.991","32.029080","1379.000000","10000"
"ENST00000435145","2026","1826.991","76.406120","4535.983407","9991"
"ENST00000438763","1372","1172.991","79.119924","3015.694909","9993"
"ENST00000452392","2705","2505.991","17.939299","1460.803873","9988"
"ENST00000374899","2497","2297.991","19.036895","1421.514693","9995"
"ENST00000374882","1124","924.991","362.046528","10882.000000","9993"
"ENST00000453426","1267","1067.991","14.795448","513.455204","9955"
"ENST00000429600","996","796.998","8.615673","223.127676","9958"
"ENST00000412095","1015","815.991","16.231838","430.387728","9970"
"ENST00000425148","2182","1982.991","78.310092","5045.978398","9971"
"ENST00000354258","2959","2759.991","95.715939","8584.180953","9971"
"ENST00000414474","439","240.009","454.029916","3540.949198","9993"
"ENST00000414017","766","566.999","170.848316","3147.748768","9988"
"ENST00000429234","612","413.003","0.000000","0.000000","-5"
"ENST00000395305","777","577.998","166.281885","3123.047529","9979"
"ENST00000422832","611","412.003","165.966529","2221.919877","9984"
"ENST00000496118","735","535.999","28.248396","492.000000","9995"
"ENST00000606059","565","366.005","35.327580","420.153714","9991"
"ENST00000449025","3210","3010.991","4.202063","411.129767","-56"
"ENST00000229829","3489","3289.991","19.388786","2072.775551","9995"
"ENST00000450833","1307","1107.991","45.767328","1647.777782","9993"
"ENST00000374813","303","104.017","9.303888","31.446667","9995"
"ENST00000437811","1375","1175.991","496.545103","18974.466007","9993"
"ENST00000428995","1157","957.991","152.992888","4762.549519","-12"
"ENST00000419277","1704","1504.991","1154.465970","56457.536903","9983"
"ENST00000535465","940","740.998","1161.169598","27958.879635","9991"
"ENST00000374708","6209","6009.991","0.000000","0.000000","-27"
"ENST00000374712","6182","5982.991","0.000000","0.000005","-27"
"ENST00000374685","2846","2646.991","8.452373","727.006119","-14"
"ENST00000413614","1324","1124.991","8.300237","303.421526","9988"
"ENST00000544186","1227","1027.991","0.000000","0.000000","-9"
"ENST00000444757","1015","815.991","38.565758","1022.572356","9990"
"ENST00000374662","990","790.998","35.637979","916.000000","10000"
"ENST00000374656","1752","1552.991","23.145524","1168.000000","10000"
"ENST00000436044","2355","2155.991","18.056629","1265.000000","9995"
"ENST00000439602","613","414.003","4038.915639","54334.512147","9998"
"ENST00000474973","589","390.005","3043.141518","38565.487853","9998"
"ENST00000451237","1686","1486.991","4.635886","224.000000","10000"
"ENST00000444176","968","768.998","34.041396","850.627838","9998"
"ENST00000395131","884","684.998","84.680801","1884.869843","9984"
"ENST00000374606","740","540.999","71.364386","1254.542322","9984"
"ENST00000463584","1915","1715.991","19.109919","1065.566988","9995"
"ENST00000497454","3278","3078.991","5.627209","563.000000","9993"
"ENST00000434618","3759","3559.991","76.527093","8852.604461","9957"
"ENST00000418724","2645","2445.991","0.001260","0.100180","-7"
"ENST00000266000","2606","2406.991","29.361247","2296.444118","9974"
"ENST00000414083","2152","1952.991","0.000000","0.000000","-12"
"ENST00000428849","2706","2506.991","33.389445","2720.000000","9998"
"ENST00000427826","862","662.998","6.823356","147.000000","9995"
"ENST00000440279","822","622.998","18.129273","367.006844","9954"
"ENST00000488478","676","477.001","116.043506","1798.650727","9963"
"ENST00000449372","3847","3647.991","0.117838","13.968421","9993"
"ENST00000395064","2716","2516.991","4.976292","407.000000","10000"
"ENST00000442998","2117","1917.991","17.828146","1111.116651","9995"
"ENST00000360661","1321","1121.991","2.399226","87.471652","9995"
"ENST00000374316","9870","9670.991","2.008451","631.159496","9998"
"ENST00000605930","9024","8824.991","6.021865","1726.840504","-2"
"ENST00000374231","509","310.007","41.369691","416.735640","9995"
"ENST00000607484","1314","1114.991","43.113511","1562.038032","9993"
"ENST00000506578","1684","1484.991","5.967093","287.934384","9995"
"ENST00000504692","643","444.002","6.468301","93.321646","9993"
"ENST00000609222","3176","2976.991","0.000000","0.000000","-2"
"ENST00000311487","1920","1720.991","362.226409","20256.556075","-31"
"ENST00000468145","903","703.998","25.529032","584.000000","9983"
"ENST00000586413","1230","1030.991","0.000000","0.000000","-9"
"ENST00000607016","9905","9705.991","12.343856","3893.119341","9984"
"ENST00000344700","650","451.002","2398.071240","35143.724134","9985"
"ENST00000605528","876","676.998","16.655397","366.394946","9983"
"ENST00000326199","644","445.002","497.380691","7192.139801","9985"
"ENST00000538621","4271","4071.991","0.000001","0.000120","-2"
"ENST00000374026","4232","4032.991","43.144119","5654.000000","9995"
"ENST00000244520","842","642.998","143.490046","2998.047531","9995"
"ENST00000374018","600","401.004","0.000000","0.000000","-3"
"ENST00000374017","1054","854.991","54.025473","1500.952469","9995"
"ENST00000452449","4535","4335.991","3.378404","476.000000","9998"
"ENST00000361288","1580","1380.991","29.593774","1328.000000","9998"
"ENST00000360359","6336","6136.991","2.737980","546.000000","9998"
"ENST00000440666","2575","2375.991","4.776931","368.808284","9988"
"ENST00000339411","2447","2247.991","5.698640","416.267663","9990"
"ENST00000444278","387","188.011","41.412319","253.000000","9998"
"ENST00000418635","3453","3253.991","2.112091","223.324276","9976"
"ENST00000311565","3774","3574.991","3.506834","407.377581","-38"
"ENST00000229769","2554","2354.991","4.312387","330.000000","10000"
"ENST00000322203","716","517.000","2364.051491","39715.000000","10000"
"ENST00000402886","2729","2529.991","0.000000","0.000000","0"
"ENST00000540787","1414","1214.991","48.212264","1903.432379","9987"
"ENST00000542713","7384","7184.991","27.257835","6363.917688","9982"
"ENST00000536438","3940","3740.991","11.242633","1366.663634","9984"
"ENST00000507909","581","382.005","30.452017","378.000000","10000"
"ENST00000229795","4319","4119.991","6.071664","812.850962","9983"
"ENST00000229794","3779","3579.991","14.107061","1641.063594","-22"
"ENST00000373759","1036","836.991","36.106375","982.000000","9991"
"ENST00000534400","4254","4054.991","2.383048","314.000000","9970"
"ENST00000437635","3736","3536.991","0.565552","65.000000","10000"
"ENST00000340181","1719","1519.991","0.668138","33.000000","-25"
"ENST00000460983","597","398.004","14.410601","186.370362","9986"
"ENST00000373731","5619","5419.991","6.863691","1208.824551","9973"
"ENST00000449081","4094","3894.991","3.198398","404.805087","9982"
"ENST00000229812","3576","3376.991","9.787402","1074.000000","10000"
"ENST00000339436","1518","1318.991","85.467977","3663.128320","9998"
"ENST00000373715","4222","4022.991","29.488584","3854.871680","9998"
"ENST00000405375","2261","2061.991","199.278422","13352.234623","9986"
"ENST00000373711","793","593.998","17.959130","346.639135","9991"
